provincia_departamento_id,provincia,departamento,escala,prioridad,limitante,tecnologia
6826,BUENOS AIRES,TRENQUE LAUQUEN,Mayor a 1000,2,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6826,BUENOS AIRES,TRENQUE LAUQUEN,501 a 1000,2,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6826,BUENOS AIRES,TRENQUE LAUQUEN,101 a 500,3,Falta de infraestructura zonal/regional,Inversiones en Infraestructura 
6826,BUENOS AIRES,TRENQUE LAUQUEN,1 a 100,3,Falta de infraestructura zonal/regional,Inversiones en Infraestructura 
6826,BUENOS AIRES,TRENQUE LAUQUEN,101 a 500,2,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6826,BUENOS AIRES,TRENQUE LAUQUEN,1 a 100,2,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6833,BUENOS AIRES,TRES ARROYOS,101 a 500,3,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
6833,BUENOS AIRES,TRES ARROYOS,1 a 100,3,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
6833,BUENOS AIRES,TRES ARROYOS,1 a 100,1,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6833,BUENOS AIRES,TRES ARROYOS,Mayor a 1000,1,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6833,BUENOS AIRES,TRES ARROYOS,101 a 500,1,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6833,BUENOS AIRES,TRES ARROYOS,501 a 1000,1,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6833,BUENOS AIRES,TRES ARROYOS,Mayor a 1000,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
6833,BUENOS AIRES,TRES ARROYOS,101 a 500,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
6833,BUENOS AIRES,TRES ARROYOS,1 a 100,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
6833,BUENOS AIRES,TRES ARROYOS,501 a 1000,2,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
6847,BUENOS AIRES,TRES LOMAS,101 a 500,1,Baja adopción de tecnología,"Capacitación, Extensión, Asesoramiento"
6847,BUENOS AIRES,TRES LOMAS,1 a 100,1,Baja adopción de tecnología,"Capacitación, Extensión, Asesoramiento"
6847,BUENOS AIRES,TRES LOMAS,Mayor a 1000,1,Baja adopción de tecnología,"Capacitación, Extensión, Asesoramiento"
6847,BUENOS AIRES,TRES LOMAS,501 a 1000,1,Baja adopción de tecnología,"Capacitación, Extensión, Asesoramiento"
6847,BUENOS AIRES,TRES LOMAS,Mayor a 1000,2,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6847,BUENOS AIRES,TRES LOMAS,501 a 1000,2,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6847,BUENOS AIRES,TRES LOMAS,101 a 500,3,Falta de infraestructura zonal/regional,Inversiones en Infraestructura 
6847,BUENOS AIRES,TRES LOMAS,1 a 100,3,Falta de infraestructura zonal/regional,Inversiones en Infraestructura 
6847,BUENOS AIRES,TRES LOMAS,101 a 500,2,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6847,BUENOS AIRES,TRES LOMAS,1 a 100,2,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6868,BUENOS AIRES,VILLA GESELL,Mayor a 1000,3,Fertilidad de las vaquillonas de segundo servicio,Asesoramiento veterinario (tacto - diagnóstico de preñez)
6868,BUENOS AIRES,VILLA GESELL,101 a 500,2,Fertilidad de las vaquillonas de segundo servicio,Asesoramiento veterinario (tacto - diagnóstico de preñez)
6868,BUENOS AIRES,VILLA GESELL,1 a 100,2,Fertilidad de las vaquillonas de segundo servicio,Asesoramiento veterinario (tacto - diagnóstico de preñez)
6868,BUENOS AIRES,VILLA GESELL,501 a 1000,3,Fertilidad de las vaquillonas de segundo servicio,Asesoramiento veterinario (tacto - diagnóstico de preñez)
6868,BUENOS AIRES,VILLA GESELL,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
6868,BUENOS AIRES,VILLA GESELL,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
6868,BUENOS AIRES,VILLA GESELL,101 a 500,3,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
6868,BUENOS AIRES,VILLA GESELL,1 a 100,3,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
6868,BUENOS AIRES,VILLA GESELL,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
6868,BUENOS AIRES,VILLA GESELL,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
6868,BUENOS AIRES,VILLA GESELL,Mayor a 1000,2,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6868,BUENOS AIRES,VILLA GESELL,501 a 1000,2,Falta capacitación de mano de obra,"Capacitación, Extensión, Asesoramiento"
6875,BUENOS AIRES,VILLARINO,501 a 1000,3,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
6875,BUENOS AIRES,VILLARINO,501 a 1000,1,Inadecuado manejo forrajero,"Capacitación, Extensión, Asesoramiento"
6875,BUENOS AIRES,VILLARINO,501 a 1000,2,Falta de capital y financiamiento ,"Instrumentos financieros (créditos, ANR, otros)"
26014,CHUBUT,CUSHAMEN,Mayor a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26014,CHUBUT,CUSHAMEN,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26014,CHUBUT,CUSHAMEN,501 a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26014,CHUBUT,CUSHAMEN,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26014,CHUBUT,CUSHAMEN,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26014,CHUBUT,CUSHAMEN,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26014,CHUBUT,CUSHAMEN,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26014,CHUBUT,CUSHAMEN,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26014,CHUBUT,CUSHAMEN,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (Manejo de Calendario Ganadero)
26035,CHUBUT,FUTALEUFU,Mayor a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26035,CHUBUT,FUTALEUFU,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26035,CHUBUT,FUTALEUFU,501 a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26035,CHUBUT,FUTALEUFU,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26035,CHUBUT,FUTALEUFU,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26035,CHUBUT,FUTALEUFU,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26035,CHUBUT,FUTALEUFU,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26035,CHUBUT,FUTALEUFU,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26035,CHUBUT,FUTALEUFU,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (Manejo de Calendario Ganadero)
26056,CHUBUT,LANGUIÐEO,Mayor a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26056,CHUBUT,LANGUIÐEO,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26056,CHUBUT,LANGUIÐEO,501 a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26056,CHUBUT,LANGUIÐEO,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26056,CHUBUT,LANGUIÐEO,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26056,CHUBUT,LANGUIÐEO,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26056,CHUBUT,LANGUIÐEO,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26056,CHUBUT,LANGUIÐEO,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26056,CHUBUT,LANGUIÐEO,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (Manejo de Calendario Ganadero)
26084,CHUBUT,RIO SENGUER,Mayor a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26084,CHUBUT,RIO SENGUER,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26084,CHUBUT,RIO SENGUER,501 a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26084,CHUBUT,RIO SENGUER,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26084,CHUBUT,RIO SENGUER,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26084,CHUBUT,RIO SENGUER,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26084,CHUBUT,RIO SENGUER,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26084,CHUBUT,RIO SENGUER,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26084,CHUBUT,RIO SENGUER,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (Manejo de Calendario Ganadero)
26091,CHUBUT,SARMIENTO,Mayor a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26091,CHUBUT,SARMIENTO,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26091,CHUBUT,SARMIENTO,501 a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26091,CHUBUT,SARMIENTO,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26091,CHUBUT,SARMIENTO,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26091,CHUBUT,SARMIENTO,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26091,CHUBUT,SARMIENTO,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26091,CHUBUT,SARMIENTO,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26091,CHUBUT,SARMIENTO,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (Manejo de Calendario Ganadero)
26098,CHUBUT,TEHUELCHES,Mayor a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26098,CHUBUT,TEHUELCHES,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26098,CHUBUT,TEHUELCHES,501 a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26098,CHUBUT,TEHUELCHES,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
26098,CHUBUT,TEHUELCHES,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26098,CHUBUT,TEHUELCHES,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26098,CHUBUT,TEHUELCHES,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26098,CHUBUT,TEHUELCHES,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
26098,CHUBUT,TEHUELCHES,1 a 100,3,Servicio de entore contínuo,Asesoramiento veterinario (Manejo de Calendario Ganadero)
14007,CORDOBA,CALAMUCHITA,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
14007,CORDOBA,CALAMUCHITA,Mayor a 1000,1,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14007,CORDOBA,CALAMUCHITA,101 a 500,2,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14007,CORDOBA,CALAMUCHITA,501 a 1000,1,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14007,CORDOBA,CALAMUCHITA,Mayor a 1000,3,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14007,CORDOBA,CALAMUCHITA,501 a 1000,3,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14007,CORDOBA,CALAMUCHITA,Mayor a 1000,2,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14007,CORDOBA,CALAMUCHITA,1 a 100,3,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14007,CORDOBA,CALAMUCHITA,501 a 1000,2,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14007,CORDOBA,CALAMUCHITA,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14007,CORDOBA,CALAMUCHITA,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14007,CORDOBA,CALAMUCHITA,101 a 500,3,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (tacto - diagnóstico de preñez)
14021,CORDOBA,COLON,501 a 1000,3,Falta de gestión empresarial - registros,"Capacitación, Extensión, Asesoramiento"
14021,CORDOBA,COLON,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
14021,CORDOBA,COLON,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
14021,CORDOBA,COLON,501 a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
14021,CORDOBA,COLON,101 a 500,3,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14021,CORDOBA,COLON,1 a 100,3,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14021,CORDOBA,COLON,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14021,CORDOBA,COLON,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14021,CORDOBA,COLON,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14028,CORDOBA,CRUZ DEL EJE,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
14028,CORDOBA,CRUZ DEL EJE,Mayor a 1000,1,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14028,CORDOBA,CRUZ DEL EJE,101 a 500,2,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14028,CORDOBA,CRUZ DEL EJE,501 a 1000,1,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14028,CORDOBA,CRUZ DEL EJE,Mayor a 1000,3,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14028,CORDOBA,CRUZ DEL EJE,501 a 1000,3,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14028,CORDOBA,CRUZ DEL EJE,Mayor a 1000,2,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14028,CORDOBA,CRUZ DEL EJE,1 a 100,3,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14028,CORDOBA,CRUZ DEL EJE,501 a 1000,2,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14028,CORDOBA,CRUZ DEL EJE,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14028,CORDOBA,CRUZ DEL EJE,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14028,CORDOBA,CRUZ DEL EJE,101 a 500,3,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (tacto - diagnóstico de preñez)
14035,CORDOBA,GENERAL ROCA,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14035,CORDOBA,GENERAL ROCA,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14035,CORDOBA,GENERAL ROCA,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14035,CORDOBA,GENERAL ROCA,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14035,CORDOBA,GENERAL ROCA,1 a 100,2,Falta de asesoramiento técnico,Inversiones en Infraestructura 
14035,CORDOBA,GENERAL ROCA,Mayor a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
14035,CORDOBA,GENERAL ROCA,101 a 500,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
14035,CORDOBA,GENERAL ROCA,501 a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
14035,CORDOBA,GENERAL ROCA,1 a 100,3,Entore tardío de la vaquillona de 1º servicio,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14035,CORDOBA,GENERAL ROCA,Mayor a 1000,3,Fertilidad de las vaquillonas de segundo servicio,Manejo nutricional y sanitario
14035,CORDOBA,GENERAL ROCA,101 a 500,3,Fertilidad de las vaquillonas de segundo servicio,Manejo nutricional y sanitario
14035,CORDOBA,GENERAL ROCA,501 a 1000,3,Fertilidad de las vaquillonas de segundo servicio,Manejo nutricional y sanitario
14042,CORDOBA,GENERAL SAN MARTIN,501 a 1000,3,Falta de gestión empresarial - registros,"Capacitación, Extensión, Asesoramiento"
14042,CORDOBA,GENERAL SAN MARTIN,101 a 500,2,Falta de infraestructura predial,Inversiones en Infraestructura 
14042,CORDOBA,GENERAL SAN MARTIN,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
14042,CORDOBA,GENERAL SAN MARTIN,501 a 1000,2,Falta de infraestructura predial,Inversiones en Infraestructura 
14042,CORDOBA,GENERAL SAN MARTIN,101 a 500,3,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14042,CORDOBA,GENERAL SAN MARTIN,1 a 100,3,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14042,CORDOBA,GENERAL SAN MARTIN,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14042,CORDOBA,GENERAL SAN MARTIN,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14042,CORDOBA,GENERAL SAN MARTIN,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14049,CORDOBA,ISCHILIN,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
14049,CORDOBA,ISCHILIN,Mayor a 1000,1,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14049,CORDOBA,ISCHILIN,101 a 500,2,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14049,CORDOBA,ISCHILIN,501 a 1000,1,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14049,CORDOBA,ISCHILIN,Mayor a 1000,3,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14049,CORDOBA,ISCHILIN,501 a 1000,3,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14049,CORDOBA,ISCHILIN,Mayor a 1000,2,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14049,CORDOBA,ISCHILIN,1 a 100,3,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14049,CORDOBA,ISCHILIN,501 a 1000,2,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14049,CORDOBA,ISCHILIN,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14049,CORDOBA,ISCHILIN,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14049,CORDOBA,ISCHILIN,101 a 500,3,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (tacto - diagnóstico de preñez)
14056,CORDOBA,JUAREZ CELMAN,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14056,CORDOBA,JUAREZ CELMAN,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14056,CORDOBA,JUAREZ CELMAN,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14056,CORDOBA,JUAREZ CELMAN,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14056,CORDOBA,JUAREZ CELMAN,1 a 100,2,Falta de asesoramiento técnico,Inversiones en Infraestructura 
14056,CORDOBA,JUAREZ CELMAN,Mayor a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
14056,CORDOBA,JUAREZ CELMAN,101 a 500,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
14056,CORDOBA,JUAREZ CELMAN,501 a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
14056,CORDOBA,JUAREZ CELMAN,1 a 100,3,Entore tardío de la vaquillona de 1º servicio,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14056,CORDOBA,JUAREZ CELMAN,Mayor a 1000,3,Fertilidad de las vaquillonas de segundo servicio,Manejo nutricional y sanitario
14056,CORDOBA,JUAREZ CELMAN,101 a 500,3,Fertilidad de las vaquillonas de segundo servicio,Manejo nutricional y sanitario
14056,CORDOBA,JUAREZ CELMAN,501 a 1000,3,Fertilidad de las vaquillonas de segundo servicio,Manejo nutricional y sanitario
14063,CORDOBA,MARCOS JUAREZ,Mayor a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14063,CORDOBA,MARCOS JUAREZ,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14063,CORDOBA,MARCOS JUAREZ,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14063,CORDOBA,MARCOS JUAREZ,501 a 1000,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14063,CORDOBA,MARCOS JUAREZ,1 a 100,2,Falta de asesoramiento técnico,Inversiones en Infraestructura 
14063,CORDOBA,MARCOS JUAREZ,Mayor a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
14063,CORDOBA,MARCOS JUAREZ,101 a 500,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
14063,CORDOBA,MARCOS JUAREZ,501 a 1000,2,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (Manejo de Calendario Ganadero)
14063,CORDOBA,MARCOS JUAREZ,1 a 100,3,Entore tardío de la vaquillona de 1º servicio,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14063,CORDOBA,MARCOS JUAREZ,Mayor a 1000,3,Fertilidad de las vaquillonas de segundo servicio,Manejo nutricional y sanitario
14063,CORDOBA,MARCOS JUAREZ,101 a 500,3,Fertilidad de las vaquillonas de segundo servicio,Manejo nutricional y sanitario
14063,CORDOBA,MARCOS JUAREZ,501 a 1000,3,Fertilidad de las vaquillonas de segundo servicio,Manejo nutricional y sanitario
14070,CORDOBA,MINAS,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
14070,CORDOBA,MINAS,Mayor a 1000,1,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14070,CORDOBA,MINAS,101 a 500,2,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14070,CORDOBA,MINAS,501 a 1000,1,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14070,CORDOBA,MINAS,Mayor a 1000,3,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14070,CORDOBA,MINAS,501 a 1000,3,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14070,CORDOBA,MINAS,Mayor a 1000,2,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14070,CORDOBA,MINAS,1 a 100,3,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14070,CORDOBA,MINAS,501 a 1000,2,Falta de asesoramiento técnico,"Capacitación, Extensión, Asesoramiento"
14070,CORDOBA,MINAS,101 a 500,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14070,CORDOBA,MINAS,1 a 100,1,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14070,CORDOBA,MINAS,101 a 500,3,Inadecuada implementación del plan sanitario,Asesoramiento veterinario (tacto - diagnóstico de preñez)
14077,CORDOBA,POCHO,1 a 100,2,Falta de infraestructura predial,Inversiones en Infraestructura 
14077,CORDOBA,POCHO,Mayor a 1000,1,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14077,CORDOBA,POCHO,101 a 500,2,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14077,CORDOBA,POCHO,501 a 1000,1,Dificultad para adecuarse a la ley bosques,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14077,CORDOBA,POCHO,Mayor a 1000,3,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
14077,CORDOBA,POCHO,501 a 1000,3,Inadecuado manejo forrajero,"Ajuste de carga, siembra de pasturas, verdeos y/o suplementación"
